title,research_area,authors,image_file
Training Neural Networks Using Non-standard Norms – Preliminary Results,Neural Networks & Deep Learning,"[{'name': 'Angel Kuri Morales', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': 'Zacatenco, México, D.F.', 'full_affiliation': 'Centro de Investigación en Computación\nInstituto Politécnico Nacional\nUnidad Profesional Adolfo López Mateos\nZacatenco\nMéxico 07738, D.F.'}]",2000_001_0030.png
Extending the Prediction Horizon in Dynamic Bandwidth Allocation for VBR Video Transport,Neural Networks & Deep Learning,"[{'name': 'Armando García-Rodríguez', 'institution': 'Lucent Technologies', 'subunit': '', 'location': '', 'full_affiliation': 'Lucent Technologies'}, {'name': 'Ramón M. Rodríguez-Dagnino', 'institution': 'ITESM', 'subunit': 'Centro de Electrónica y Telecomunicaciones', 'location': 'Monterrey, N.L., México', 'full_affiliation': 'ITESM, Centro de Electrónica y Telecomunicaciones, Sucursal de correos “J” C.P. 64849, Monterrey, N.L., México'}, {'name': 'Christos Douligeris', 'institution': 'University of Miami | University of Piraeus', 'subunit': 'Electrical and Computer Engineering', 'location': 'Coral Gables, FL, USA | Greece', 'full_affiliation': 'University of Miami, Electrical and Computer Engineering, Coral Gables, FL 33124 USA, christos@ece.miami.edu, and University of Piraeus, Greece'}]",2000_001_0031.png
A Procedure to Select the Vigilance Threshold for the ART2 for Supervised and Unsupervised Training,Neural Networks & Deep Learning,"[{'name': 'P. Rayón Villela', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': 'México, D.F., México', 'full_affiliation': 'Centro de Investigación en Computación-IPN\nU. Prof. Adolfo López Mateos, México, D.F. 07738, México'}, {'name': 'J. H. Sossa Azuela', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': 'México, D.F., México', 'full_affiliation': 'Centro de Investigación en Computación-IPN\nU. Prof. Adolfo López Mateos, México, D.F. 07738, México'}]",2000_001_0032.png
Investigation of the One-Armed Bandit by Neural Network,Neural Networks & Deep Learning,"[{'name': 'Frank C. Lin', 'institution': 'University of Maryland Eastern Shore', 'subunit': 'Dept. of Math and Computer Science', 'location': 'Princess Anne, MD, USA', 'full_affiliation': 'Dept. of Math and Computer Science\nUniversity of Maryland Eastern Shore\nPrincess Anne, MD 21853-1299'}, {'name': 'Xiaojiang Ju', 'institution': 'University of Maryland Eastern Shore', 'subunit': 'Dept. of Math and Computer Science', 'location': 'Princess Anne, MD, USA', 'full_affiliation': 'Dept. of Math and Computer Science\nUniversity of Maryland Eastern Shore\nPrincess Anne, MD 21853-1299'}]",2000_001_0033.png
Knowledge Base System for Diagnostic Assessment of Doppler Spectrogram,Hybrid AI & Expert Systems,"[{'name': 'B. Das', 'institution': 'Indian Institute of Technology', 'subunit': 'Dept of Electronics & ECE', 'location': 'Kharagpur, West Bengal, India', 'full_affiliation': 'Dept of Electronics & ECE, Indian Institute of Technology Kharagpur, West Bengal, India'}, {'name': 'S.K. Mitra', 'institution': 'EKO Heart Foundation', 'subunit': '', 'location': 'Calcutta, West Bengal, India', 'full_affiliation': 'EKO Heart Foundation Calcutta, West Bengal, India'}, {'name': 'S. Banerjee', 'institution': 'Indian Institute of Technology', 'subunit': 'Dept of Electronics & ECE', 'location': 'Kharagpur, West Bengal, India', 'full_affiliation': 'Dept of Electronics & ECE, Indian Institute of Technology Kharagpur, West Bengal, India'}]",2000_001_0034.png
Using Randomized Algorithms for Digital Mock-Up in Automotive Industry,Robotics,"[{'name': 'Benedikt Bietzker', 'institution': 'ISA Tools GmbH', 'subunit': '', 'location': 'Stuttgart, Germany', 'full_affiliation': 'ISA Tools GmbH, Vaihinger Straße 169, 70567 Stuttgart, Germany'}, {'name': 'Oliver Karch', 'institution': 'University of Würzburg', 'subunit': 'Department of Computer Science I', 'location': 'Würzburg, Germany', 'full_affiliation': 'Department of Computer Science I, University of Würzburg, Am Hubland, 97074 Würzburg, Germany'}, {'name': 'Hartmut Noltemeier', 'institution': 'University of Würzburg', 'subunit': 'Department of Computer Science I', 'location': 'Würzburg, Germany', 'full_affiliation': 'Department of Computer Science I, University of Würzburg, Am Hubland, 97074 Würzburg, Germany'}]",2000_001_0035.png
Risks Inside-Out,Hybrid AI & Expert Systems,"[{'name': 'Osvaldo Cairó', 'institution': 'Instituto Tecnológico Autónomo de México (ITAM)', 'subunit': 'Computer Science Department', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Computer Science Department, Instituto Tecnológico Autónomo de México (ITAM), Mexico City, Mexico 01000'}, {'name': 'Julio Barreiro', 'institution': 'Universidad Nacional Autónoma de México (UNAM)', 'subunit': 'Computer Science Department', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Computer Science Department, Universidad Nacional Autónoma de México (UNAM), Mexico City, Mexico 04510'}, {'name': 'Francisco Solsona', 'institution': 'Universidad Nacional Autónoma de México (UNAM)', 'subunit': 'Computer Science Department', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Computer Science Department, Universidad Nacional Autónoma de México (UNAM), Mexico City, Mexico 04510'}]",2000_001_0036.png
"A Cooperative, Deductive, and Self-Adaptive Web Authoring Environment",Hybrid AI & Expert Systems,"[{'name': 'Dominique Decouchant', 'institution': 'Laboratoire “Logiciels, Systèmes, Réseaux”', 'subunit': '', 'location': 'Grenoble, France', 'full_affiliation': 'Laboratoire “Logiciels, Systèmes, Réseaux”, Grenoble, France'}, {'name': 'Ana María Martínez-Enríquez', 'institution': 'CINVESTAV-IPN', 'subunit': 'Sección de Computación, Departamento de Ingeniería Eléctrica', 'location': 'D. F., México', 'full_affiliation': 'Sección de Computación, Departamento de Ingeniería Eléctrica, CINVESTAV-IPN, D. F., México'}]",2000_001_0037.png
Definition of a General Conceptualization Method for the Expert Knowledge,Hybrid AI & Expert Systems,"[{'name': 'Almudena Sierra-Alonso', 'institution': 'Universidad Carlos III', 'subunit': 'Escuela Politécnica Superior', 'location': 'Leganés, Madrid, Spain', 'full_affiliation': 'Universidad Carlos III. Escuela Politécnica Superior. Avda. de la Universidad nº 30, 28911 Leganés, Madrid, Spain'}]",2000_001_0038.png
Segmenting the e-Commerce Market Using the Generative Topographic Mapping,Unsupervised Machine Learning,"[{'name': 'A. Vellido', 'institution': 'Liverpool John Moores University', 'subunit': 'School of Computing and Mathematical Sciences', 'location': 'Liverpool, UK', 'full_affiliation': 'School of Computing and Mathematical Sciences, Liverpool John Moores University, Byrom St. Liverpool L3 3AF, UK'}, {'name': 'P.J.G. Lisboa', 'institution': 'Liverpool John Moores University', 'subunit': 'School of Computing and Mathematical Sciences', 'location': 'Liverpool, UK', 'full_affiliation': 'School of Computing and Mathematical Sciences, Liverpool John Moores University, Byrom St. Liverpool L3 3AF, UK'}, {'name': 'K. Meehan', 'institution': 'Liverpool John Moores University', 'subunit': 'Business School', 'location': 'Liverpool, UK', 'full_affiliation': 'Business School, Liverpool John Moores University, 98 Mount Pleasant, Liverpool L3 5UZ, UK'}]",2000_001_0039.png
Designing a Fast Neuro-fuzzy System for Speech Noise Cancellation,Fuzzy Logic & Fuzzy Systems,"[{'name': 'Anna Esposito', 'institution': 'International Institute for Advanced Scientific Studies', 'subunit': 'IIASS', 'location': 'Vietri sul Mare, SA, Italy', 'full_affiliation': 'International Institute for Advanced Scientific Studies (IIASS) Via G. Pellegrino 19, 84019, Vietri sul Mare, SA, Italy'}, {'name': 'Eugène C. Ezin', 'institution': 'International Institute for Advanced Scientific Studies | Institut de Mathématiques et de Sciences Physiques', 'subunit': 'IIASS | IMSP', 'location': 'Vietri sul Mare, SA, Italy | Porto-Novo, Benin', 'full_affiliation': 'International Institute for Advanced Scientific Studies (IIASS) Via G. Pellegrino 19, 84019, Vietri sul Mare, SA, Italy | Institut de Mathématiques et de Sciences Physiques (IMSP) B.P. 613 Porto-Novo, Benin'}, {'name': 'Carlos A. Reyes-Garcia', 'institution': 'International Institute for Advanced Scientific Studies | Instituto Tecnologico de Apizaco-COSNET', 'subunit': 'IIASS | ', 'location': 'Vietri sul Mare, SA, Italy | Apizaco, Tlaxcala, Mexico', 'full_affiliation': 'International Institute for Advanced Scientific Studies (IIASS) Via G. Pellegrino 19, 84019, Vietri sul Mare, SA, Italy | Instituto Tecnologico de Apizaco-COSNET Apizaco, Tlaxcala, Mexico 90300'}]",2000_001_0040.png
Verification of Correct Pronunciation of Mexican Spanish Using Speech Technology,Natural Language Processing (NLP),"[{'name': 'Ingrid Kirschning', 'institution': 'Universidad de las Américas-Puebla', 'subunit': 'Tlatoa Speech Processing Group, ICT, CENTIA', 'location': 'Cholula, Pue., México', 'full_affiliation': 'Tlatoa Speech Processing Group, ICT, CENTIA**, Universidad de las Américas-Puebla. Sta. Catarina Mártir s/n, 72820 Cholula, Pue., México.'}, {'name': 'Nancy Aguas', 'institution': 'Universidad de las Américas-Puebla', 'subunit': 'Tlatoa Speech Processing Group, ICT, CENTIA', 'location': 'Cholula, Pue., México', 'full_affiliation': 'Tlatoa Speech Processing Group, ICT, CENTIA**, Universidad de las Américas-Puebla. Sta. Catarina Mártir s/n, 72820 Cholula, Pue., México.'}]",2000_001_0041.png
Explaining Abstract Data Types with Sentential and Diagrammatic Elements,Hybrid AI & Expert Systems,"[{'name': 'Agustin A. Araya', 'institution': 'California State University at San Jose', 'subunit': 'Dept. of Mathematics and Computer Science', 'location': 'San Jose, CA, USA', 'full_affiliation': 'Dept. of Mathematics and Computer Science\nCalifornia State University at San Jose\nSan Jose, CA 95192, USA'}, {'name': 'Jessica H. Chu', 'institution': 'California State University at San Jose', 'subunit': 'Dept. of Mathematics and Computer Science', 'location': 'San Jose, CA, USA', 'full_affiliation': 'Dept. of Mathematics and Computer Science\nCalifornia State University at San Jose\nSan Jose, CA 95192, USA'}]",2000_001_0042.png
Dialogue Structure Influence Over Anaphora Resolution*,Natural Language Processing (NLP),"[{'name': 'Patricio Martínez-Barco', 'institution': 'Universidad de Alicante', 'subunit': 'Departamento de Lenguajes y Sistemas Informáticos', 'location': 'Alicante, Spain', 'full_affiliation': 'Departamento de Lenguajes y Sistemas Informáticos\nUniversidad de Alicante\nCarretera de San Vicente del Raspeig - Alicante - Spain'}, {'name': 'Manuel Palomar', 'institution': 'Universidad de Alicante', 'subunit': 'Departamento de Lenguajes y Sistemas Informáticos', 'location': 'Alicante, Spain', 'full_affiliation': 'Departamento de Lenguajes y Sistemas Informáticos\nUniversidad de Alicante\nCarretera de San Vicente del Raspeig - Alicante - Spain'}]",2000_001_0043.png
Processing of Spanish Definite Descriptions*,Natural Language Processing (NLP),"[{'name': 'Rafael Muñoz', 'institution': 'Universidad de Alicante', 'subunit': 'Grupo de investigación en Procesamiento del Lenguaje y Sistemas de Información, Departamente de Lenguajes y Sistemas de Informáticos', 'location': 'Alicante, Spain', 'full_affiliation': 'Grupo de investigación en Procesamiento del Lenguaje y Sistemas de Información\nDepartamente de Lenguajes y Sistemas de Informáticos. Universidad de Alicante\nApartado 99. 03080 Alicante, Spain'}, {'name': 'Manuel Palomar', 'institution': 'Universidad de Alicante', 'subunit': 'Grupo de investigación en Procesamiento del Lenguaje y Sistemas de Información, Departamente de Lenguajes y Sistemas de Informáticos', 'location': 'Alicante, Spain', 'full_affiliation': 'Grupo de investigación en Procesamiento del Lenguaje y Sistemas de Información\nDepartamente de Lenguajes y Sistemas de Informáticos. Universidad de Alicante\nApartado 99. 03080 Alicante, Spain'}, {'name': 'Antonio Ferrández', 'institution': 'Universidad de Alicante', 'subunit': 'Grupo de investigación en Procesamiento del Lenguaje y Sistemas de Información, Departamente de Lenguajes y Sistemas de Informáticos', 'location': 'Alicante, Spain', 'full_affiliation': 'Grupo de investigación en Procesamiento del Lenguaje y Sistemas de Información\nDepartamente de Lenguajes y Sistemas de Informáticos. Universidad de Alicante\nApartado 99. 03080 Alicante, Spain'}]",2000_001_0044.png
Syntactic-Conceptual Analysis of Sentences in Spanish Using a Restricted Lexicon for Disambiguation,Natural Language Processing (NLP),"[{'name': 'Miguel Angel Ibarra Rivera', 'institution': 'Centro de Investigación Científica y de Educación Superior de Ensenada, CICESE', 'subunit': 'Computer Science Department', 'location': 'Ensenada, B.C., México', 'full_affiliation': 'Computer Science Department\nCentro de Investigación Científica y de Educación Superior de Ensenada, CICESE\nKm. 107 Carretera Tijuana-Ensenada, Ensenada, B.C., México'}, {'name': 'Jesús Favela Vara', 'institution': 'Centro de Investigación Científica y de Educación Superior de Ensenada, CICESE', 'subunit': 'Computer Science Department', 'location': 'Ensenada, B.C., México', 'full_affiliation': 'Computer Science Department\nCentro de Investigación Científica y de Educación Superior de Ensenada, CICESE\nKm. 107 Carretera Tijuana-Ensenada, Ensenada, B.C., México'}, {'name': 'Aurelio López-López', 'institution': 'Instituto Nacional de Astrofísica, Optica y Electrónica', 'subunit': 'Computer Systems Engineering Group', 'location': 'Puebla, Pue., México', 'full_affiliation': 'Computer Systems Engineering Group\nInstituto Nacional de Astrofísica, Optica y Electrónica\nApdo. Postal 51 y 216, 72000, Puebla, Pue., México'}]",2000_001_0045.png
Comparison of Conceptual Graphs,Knowledge Representation & Reasoning,"[{'name': 'Manuel Montes-y-Gómez', 'institution': 'National Polytechnic Institute (IPN)', 'subunit': 'Center for Computing Research (CIC)', 'location': 'Zacatenco, Mexico D.F., Mexico', 'full_affiliation': 'Center for Computing Research (CIC), National Polytechnic Institute (IPN), Av. Juan de Dios Bátiz, esq. Mendizabal, Zacatenco, 07738, Mexico D.F., Mexico'}, {'name': 'Alexander Gelbukh', 'institution': 'National Polytechnic Institute (IPN)', 'subunit': 'Center for Computing Research (CIC)', 'location': 'Zacatenco, Mexico D.F., Mexico', 'full_affiliation': 'Center for Computing Research (CIC), National Polytechnic Institute (IPN), Av. Juan de Dios Bátiz, esq. Mendizabal, Zacatenco, 07738, Mexico D.F., Mexico'}, {'name': 'Aurelio López-López', 'institution': 'INAOE', 'subunit': '', 'location': 'Tonantzintla, Puebla, México', 'full_affiliation': 'INAOE, Electronics, Luis Enrique Erro No. 1 Tonantzintla, Puebla, 72840 México'}]",2000_001_0046.png
Interaction of Purposeful Agents that Use Different Ontologies,Multi-Agent Systems & Distributed AI,"[{'name': 'Adolfo Guzmán', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación (CIC)', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Centro de Investigación en Computación (CIC), Instituto Politécnico Nacional (IPN). Mexico City'}, {'name': 'Jesús Olivares', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación (CIC)', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Centro de Investigación en Computación (CIC), Instituto Politécnico Nacional (IPN). Mexico City'}, {'name': 'Araceli Demetrio', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación (CIC)', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Centro de Investigación en Computación (CIC), Instituto Politécnico Nacional (IPN). Mexico City'}, {'name': 'Carmen Domínguez', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación (CIC)', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Centro de Investigación en Computación (CIC), Instituto Politécnico Nacional (IPN). Mexico City'}]",2000_001_0047.png
